ID,Feature_ID,Kindom,Phylum,Class,Order,Family,Genus,Species,Confidence,frequency,niche_width,Taxa,Group,Partition,Function,Process,MRA
ASV50917,c8b20a08c5839032f2cacb6465edf764,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.99999407,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50918,bb63856619653e9d409e1c5983bdf756,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,midas_g_36538,midas_s_52015,0.999972916,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50919,776b1e96e4f19bee109a0b54c4964a12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,midas_g_7254,midas_s_41851,0.88157267,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50920,c867d920d38cf29f628a11dfa0741ee0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,midas_s_54693,0.991381721,0.00084317,1,others,rare,neutral,Filamentous/Sugars/Proteins,Foaming,4.02E-08
ASV50921,61f84906cfe1c4dfc3b96e646f637448,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,midas_g_22923,midas_s_22923,0.946825867,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50922,b285ffa8085f6a911aedde65117dcfc6,Bacteria,Patescibacteria,Parcubacteria,Ca_Kaiserbacteria,midas_f_24838,Unknown,Unknown,0.999998335,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50923,2bec7a55cfdb27161110d5bd74a1e705,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,midas_f_88448,midas_g_88448,midas_s_88448,0.891191578,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50924,21cce7e9100e7b31d0a214ac75c4c57e,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999999934,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50925,df8223452e31a8781d26567422256e03,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_51737,Unknown,0.823225892,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50926,ef5903d30774c75c54ecaf578cfe216f,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,midas_g_48567,midas_s_48567,0.995671319,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50927,7dafd652f2117781a989d5137cb3897a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unknown,0.793778888,0.00084317,1,others,rare,neutral,Denitrifiers/Filamentous/Sugars/Lipids/Proteins,N_remove,8.05E-08
ASV50928,aea60663a5cd12039a482d77ef69a2d3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Unknown,Unknown,Unknown,Unknown,0.765562925,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50929,45cfde85e11d9944ce1b19d0680197c5,Bacteria,Patescibacteria,ABY1,Ca_Kerfeldbacteria,midas_f_28836,midas_g_28836,midas_s_28836,0.999999969,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50930,e04376f51bad0e046705fb5578cbb868,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999983417,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50931,190cc2bc0a059caffdb4600b238e36bf,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_75042,0.921357448,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50932,2458844b92ec03437f82cbd99b458a3d,Unassigned,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.475485902,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50933,c5a00151606fc7da495616ab1e860802,Bacteria,Patescibacteria,Microgenomatia,Ca_Woykebacteria,midas_f_42642,Unknown,Unknown,0.999993055,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50934,932083120eab94ed54fe4f00e5bf1191,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999986503,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50935,9e3c1a4a9f864033bcf9ebd3ab683f00,Bacteria,Patescibacteria,Microgenomatia,Ca_Woesebacteria,midas_f_50197,midas_g_50197,midas_s_50197,0.999999999,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50936,5d81adcbfa3f17d7ca26d6da62941882,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_28121,midas_g_76260,midas_s_77422,0.971431221,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50937,4fad3631dc9c62c0dc48bdeab8f8d663,Bacteria,Patescibacteria,Berkelbacteria,midas_o_5245,midas_f_38235,midas_g_38235,midas_s_38235,0.999987556,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50938,962bb6fd5c0f839904c9a1a5beacabbe,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,midas_g_54356,midas_s_54356,0.984493778,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50939,489f9518386fef08b6a9ad59f484e667,Bacteria,Patescibacteria,WWE3,midas_o_11333,midas_f_49751,midas_g_61400,midas_s_61400,0.999999623,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50940,92b2c8d0850c648aa5ec9151f2f6c017,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Ca_Omnitrophus,midas_s_76923,0.823940851,0.00084317,1,others,rare,neutral,Acetogen,C_cycle,4.02E-08
ASV50941,829b0a35c1e476857cabd39f29288bad,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_2390,midas_g_15089,Unknown,0.921929377,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50942,0d0f7393524cf1d0d636a6e9fcdc18d2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,Unknown,Unknown,0.983602088,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50943,f1d5cf5486dfe4a71d426c2327c3c76c,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Ca_Fermentibacter,Ca_Fermentibacter_daniensis,0.999991111,0.00084317,1,others,rare,neutral,Fermenter/Sugars,C_cycle,4.02E-08
ASV50944,8b804440cb2a7815c67765c64058960e,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_18718,midas_g_33105,midas_s_37278,0.993622856,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50945,1f1ccb9bb5710d3e8e4e9ad53e4f7c97,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Unknown,Unknown,Unknown,0.868436484,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50946,e99ddd957d6e8189ea8bbaf5d01bda53,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,Unknown,0.999993021,0.00084317,1,others,rare,neutral,Fermenter/Sugars,C_cycle,4.02E-08
ASV50947,8b5cb4478c5c6579822366d9c709763d,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unknown,Unknown,0.998981975,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50948,455f07c7db67974c8780f453ac6857a3,Bacteria,Firmicutes,Bacilli,RF39,midas_f_31399,midas_g_32455,midas_s_50690,0.977313209,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50949,ed126eb660f2a2e4485ae00c3fbcf5d4,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999007202,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50950,6bdaaf1909ba45e9558f2525548701a3,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,midas_f_5955,midas_g_47219,Unknown,0.724867684,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50951,4d513b60854a577918d77d220b4cb08c,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Eubacterium_nodatum_group,midas_s_21412,0.999971359,0.00084317,1,others,rare,neutral,Fermenter/Sugars,C_cycle,4.02E-08
ASV50952,810d24ee924214144b5ce85d1626f9cd,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,midas_s_52466,0.999999553,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50953,d084475ce17d67557615ecfb105797ab,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,midas_g_74766,midas_s_74766,0.968116221,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50954,8bf61a1d68d3b6c440a19aed4978564e,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_3344,midas_g_8294,Unknown,0.892990527,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50955,116b000bcdd330f4319bda48bd997abf,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,midas_s_68959,0.904629317,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50956,c4b194236dc1daba602ebc54ce46854c,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,midas_g_1765,midas_s_1765,0.999994346,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50957,fa1b3a783c9ab05d2efc596df04c259b,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,Unknown,Unknown,0.999641687,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50958,233043df859239b35b4c01f4cbcca437,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999995256,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50959,e8281864048a30a56322e7e1c8c0e8eb,Bacteria,Desulfobacterota,midas_c_41,midas_o_2276,Unknown,Unknown,Unknown,0.875941943,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50960,1ccd4e968786d562c6e6d505d5bb3da3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,midas_g_43836,midas_s_43836,0.953951843,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50961,947054189505f743f2443e36c2279fc4,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_15175,midas_s_15175,0.837155331,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50962,a1cbb1f65bf1dd767bb1b6eb78613e54,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,midas_f_15723,Unknown,Unknown,0.738042286,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50963,b6e1456b12fd1aaac48f37b36bbedfa2,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,midas_g_22298,midas_s_22298,0.896166541,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50964,8c2177ef3dbaefe47850024d698a4598,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,midas_g_25575,midas_s_25575,0.999959073,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50965,dbb1bebeb363421427baddbc113fc219,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Unknown,Unknown,0.993808004,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50966,5f7424b896986b06dea1ce389371714e,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,GWF2-29-10,midas_g_52098,midas_s_52098,0.97961563,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50967,94b0c0430c28452a446a373dbe1a159a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Unknown,Unknown,0.918714351,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50968,14358513878f2e144367a6c3215b8786,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_12426,midas_g_82259,midas_s_82259,0.999152598,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50969,dc253ed4730a9fb5af108f2e14bbf091,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pricia,midas_s_51610,0.999994339,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50970,f5d237e57cc9642fb538053acf74ef8d,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_13682,midas_s_13682,0.977508736,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50971,30c83094a2ff424700dd25fafeb3715f,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,midas_g_43611,midas_s_79507,0.937646813,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50972,f8cd8cea7b12b5442fd86b67c5215293,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,midas_g_2240,midas_s_2240,0.951496125,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50973,cb711703e84d6334f0db55e14457cd61,Bacteria,Patescibacteria,Parcubacteria,midas_o_11143,midas_f_11143,midas_g_68070,midas_s_68070,0.986732114,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50974,f7f4e152d7f51966d063ae2ab65485ca,Bacteria,Patescibacteria,Microgenomatia,Ca_Shapirobacteria,midas_f_49852,midas_g_63278,midas_s_63278,0.988791664,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50975,58841f3b02f47ec5589ee70e321809ac,Bacteria,Myxococcota,bacteriap25,midas_o_73073,midas_f_73073,midas_g_73073,midas_s_73073,0.997094535,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50976,da7cde8095a43a0a298bbff55b125a89,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Unknown,Unknown,0.999997837,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50977,4cadb99fad6bd3e4e87f4e3aefee3684,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_66566,midas_s_66566,0.999955657,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50978,5b2a8e76112777e0e52c32e8f07a955c,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999991858,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50979,963dec9d22cab2ff2d6ef4af0c442560,Bacteria,Patescibacteria,Parcubacteria,Ca_Kaiserbacteria,midas_f_24838,midas_g_50843,midas_s_50843,0.999974203,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50980,1113a102f4aa7f86fc5cadcf2700f661,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.984246705,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50981,543112a883cac58fa974f5a9b28c9795,Bacteria,Patescibacteria,Parcubacteria,Ca_Campbellbacteria,Unknown,Unknown,Unknown,0.848142532,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50982,54c3c9e9209ae53050993afebec9ed20,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,midas_f_595,midas_g_37965,midas_s_87725,0.82611561,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50983,bc39f53a62f3ef6824d2e95d092506c3,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999906501,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50984,fbe66755dffd9efde1ce3e82024a331e,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_28475,midas_s_49907,0.979969847,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50985,3dc7942d58064d731a399733e344c973,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Unknown,Unknown,0.966598976,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50986,f193e6efabe067cb05810687e68b2327,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_28196,midas_g_28196,Unknown,0.775000417,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50987,0cac40b92afde8f31dbf84d672dedf71,Bacteria,Proteobacteria,Alphaproteobacteria,Unknown,Unknown,Unknown,Unknown,0.990303952,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50988,6b6e9eb9f1cf635d3672eb64551d2477,Bacteria,Planctomycetota,OM190,midas_o_4192,midas_f_4192,midas_g_86339,midas_s_86339,0.997663078,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50989,95a6b8352e19592b4d93fe17dfcaf3a1,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Unknown,Unknown,Unknown,0.999985233,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50990,7cf1d6eed614da70c8007bf71bdd273f,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999671429,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50991,8765312a32f0601da25db48a9889620a,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,midas_g_57270,midas_s_70373,0.982192334,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50992,8e3482673e9417176e88051e3585dfd4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,midas_g_31255,midas_s_31255,0.999999841,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50993,3cf73e3933291a14b9f68263b0b651ce,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,Unknown,0.999971255,0.00084317,1,others,rare,neutral,Filamentous/Sugars/Lipids,Foaming,4.02E-08
ASV50994,a0957574eee69402125f3df2a69789e1,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Unknown,Unknown,0.767853327,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50995,f883a48f30e5fbfb26444ec61053047e,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,midas_g_45864,midas_s_45864,0.99995094,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50996,d240dc7cd42a15a44c28123625ef68bf,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.985681681,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV50997,211348941b9b83df8bc1f188f73b2754,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,Unknown,Unknown,0.812221737,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50998,6e9b23cff6788789870c0679f64c3be8,Bacteria,Patescibacteria,Unknown,Unknown,Unknown,Unknown,Unknown,0.777014943,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV50999,bf34c53828916da06db91c7e1ea4f68a,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999995222,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51000,1ae51ec610fffa32f063b0d6877b81d9,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella,midas_s_69445,0.758065686,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51001,f32ddbeaec1707501d56533560016b78,Bacteria,Patescibacteria,Microgenomatia,Ca_Woesebacteria,midas_f_50197,midas_g_50197,midas_s_50197,0.956588296,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51002,a94d309d5cd15b2e11852de2c37ae4b1,Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,midas_f_27421,midas_g_27421,midas_s_27421,0.999997689,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51003,1c44ea6ac07f33aff260e2f4ecfc23a7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Unknown,Unknown,Unknown,0.854015706,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51004,2b1ffdac4fd410be1f6b636980e8f4ae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unknown,Unknown,0.83930481,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51005,9d6489c0c558da6c99b8b8960573b25f,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Fastidiosipila,midas_s_51456,0.927907018,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51006,3ba538bc90154eefe18a68af84fc89cb,Bacteria,Patescibacteria,Gracilibacteria,Ca_Peregrinibacteria,midas_f_5174,midas_g_5843,midas_s_5843,0.999999639,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51007,fb511b3a7aedb049700809a2483d676c,Bacteria,Patescibacteria,Parcubacteria,Unknown,Unknown,Unknown,Unknown,0.997875062,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51008,6da80294e5d91ee7e2c0d7f3134262ce,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Unknown,Unknown,Unknown,0.999825238,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51009,74507a3a2e26670c096bc62d22732a1e,Bacteria,Caldisericota,Caldisericia,Caldisericales,TTA-B1,midas_g_21123,midas_s_21123,0.979331353,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51010,6703456b1f6808a57d37e7afe1e9eba3,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,midas_g_81162,midas_s_81162,0.802830734,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51011,5b73659e4fb66c1bf33ace9b66bdd585,Bacteria,Patescibacteria,ABY1,Ca_Magasanikbacteria,midas_f_65835,Unknown,Unknown,0.706150733,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51012,119eb23c5731e0e297e1e2ad38ac442a,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Ca_Omnitrophus,midas_s_85749,0.999177738,0.00084317,1,others,rare,neutral,Acetogen,C_cycle,8.05E-08
ASV51013,a561dfdcd3c29d467e6776fc77b3cfb2,Bacteria,Proteobacteria,Alphaproteobacteria,Unknown,Unknown,Unknown,Unknown,0.779386013,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51014,dbd6cc88eaa1ce890877652449707e8e,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999861199,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51015,5cfbed457f669700239eae8c4c01dc52,Bacteria,Patescibacteria,Parcubacteria,Ca_Kaiserbacteria,midas_f_11971,midas_g_25480,midas_s_25480,0.999900632,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51016,24b82a86bf4acc52a626a5f53dad2ac1,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.997441407,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51017,c48e2b159a3e64641527e1c7ac3fbfea,Bacteria,Patescibacteria,Parcubacteria,Ca_Campbellbacteria,midas_f_81537,midas_g_81537,midas_s_81537,0.999999991,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51018,76418f08aa57feda0ed1a6c96cb34ab7,Bacteria,Dependentiae,Babeliae,Babeliales,midas_f_5593,midas_g_5593,midas_s_51698,0.983842025,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51019,0362906ca56e8c2fa440f08c434bdd15,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.9998668,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51020,e249f37723e855ab2d14cb9252aa4809,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unknown,Unknown,0.986555145,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51021,7e1d18f5acbfffc0308ff2f9c811f9c8,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999780713,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51022,102b6e934878529a711cdd12f7ca3a77,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999978497,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
ASV51023,d78d06de47ce1f4a3739f09de329e35a,Bacteria,Patescibacteria,ABY1,Ca_Magasanikbacteria,Unknown,Unknown,Unknown,0.990509966,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51024,f37e36192b499a53ed9618174fa9b027,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999973948,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51025,ce0ecd9a5b98802af85f23924969be71,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,midas_g_23473,midas_s_23473,0.985527743,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51026,5e2e5a0dc2d91c695f36aa44a7302ecf,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,midas_g_3711,Unknown,0.890054966,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51027,23925308fa8e652bae7e162002371ef5,Bacteria,Patescibacteria,Microgenomatia,Ca_Pacebacteria,midas_f_46393,midas_g_46393,Unknown,0.998232109,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51028,673c876927c20776ed0bdc60805ab4c7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,midas_g_67818,midas_s_67818,0.999999986,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51029,b1b40caa949031b13ea1b629f6c813db,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.999993508,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,4.02E-08
ASV51030,77e7357c75ab7fa7a4f4846a123c15ca,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,midas_g_44449,midas_s_44449,0.770416685,0.00084317,1,others,rare,neutral,Unassigned,Unassigned,8.05E-08
